"","level","id","name","unempratef","pcthsf","povratef","kidspovf","shortcommf","pctburdenf","preschf","pctoppyouthf","ythforcef","noinsf","mincf","wm_expf","unemprate","pcths","povrate","kidspov","shortcomm","pctburden","presch","pctoppyouth","ythforce","noins","minc","wm_exp","wbidx","rank"
"14","02_metro","14860","Bridgeport-Stamford-Norwalk, CT Metro ",766.622306851718,762.01923076923,807.321939468501,811.701534180351,494.230769230769,632.082957502572,685.13537744307,863.636363636364,328.859060402685,711.974110032362,339.417210406244,662.521614456946,0.0761516997782178,0.894,0.0876320448589279,0.126513031722577,0.596,0.191469387996849,0.68513537744307,0.045,0.242,0.096,89773,81.5975140294066,655.460206198401,15
"15","02_metro","15380","Buffalo-Cheektowaga-Niagara Falls, NY Metro ",838.952656022419,802.884615384616,674.451932021758,639.865889337348,773.076923076923,785.346226959032,527.979209456344,827.272727272727,335.570469798658,880.258899676375,155.406604986449,439.275404764851,0.0562246719268318,0.911,0.146171888769879,0.241965105601469,0.741,0.13224651048068,0.527979209456344,0.057,0.245,0.044,53534,78.3297968662835,640.028463229792,27
"16","02_metro","15980","Cape Coral-Fort Myers, FL Metro ",786.414438278333,711.538461538462,668.709085882759,581.722911872766,451.923076923077,724.772217275106,421.865581675708,748.484848484848,261.744966442953,517.799352750809,147.881460329253,484.119423563485,0.0706989630128296,0.873,0.148702070885782,0.281029918585485,0.574,0.155653078596425,0.421865581675708,0.083,0.212,0.156,52052,78.9861913022465,542.24798541813,98
"17","02_metro","16700","Charleston-North Charleston, SC Metro ",833.88865925514,778.846153846154,691.087743845044,673.855149887837,526.923076923077,734.679130328918,501.97912918316,818.181818181818,431.767337807606,637.540453074434,176.387642586675,408.805443810432,0.0576198042022579,0.901,0.1388424857979,0.219128571169109,0.613,0.151824921331935,0.501979129183159,0.06,0.288,0.119,57666,77.8837995321843,601.161811560858,61
"18","02_metro","16740","Charlotte-Concord-Gastonia, NC-SC Metro ",786.532231949639,735.576923076923,701.583890463795,686.05546305745,511.538461538461,809.271519688185,460.138074522413,809.090909090909,413.870246085011,644.012944983819,177.428570153966,396.468924116749,0.0706665108292616,0.883,0.13421809541413,0.210931485758276,0.605,0.123001472932791,0.460138074522413,0.063,0.28,0.117,57871,77.7032264456721,594.29734656061,66
"19","02_metro","16860","Chattanooga, TN-GA Metro ",825.520908526434,697.115384615385,673.16374993343,656.327291692858,698.076923076923,828.556135089517,417.574495354053,778.787878787879,364.653243847875,673.139158576052,134.775928372287,320.433200961914,0.0599251214547831,0.867,0.146739435801965,0.230905100893861,0.702,0.115549652154663,0.417574495354053,0.073,0.258,0.108,49471,76.5902703157283,589.010358236217,72
"20","02_metro","16980","Chicago-Naperville-Elgin, IL-IN-WI Metro ",768.166804902435,725.961538461539,709.903357599721,708.795612724564,290.384615384615,705.629569648633,544.575158132227,803.030303030303,407.158836689038,715.210355987055,217.471276474243,485.10926819457,0.0757261902096078,0.879,0.130552706084227,0.195652947700684,0.49,0.163050041219879,0.544575158132227,0.065,0.277,0.095,65757,79.0006799347491,590.116391435745,70
"21","02_metro","17140","Cincinnati, OH-KY-IN Metro ",832.4752012189,786.057692307692,705.879807522263,685.401784343387,590.384615384615,808.363186095062,466.166192078695,830.30303030303,360.178970917226,805.825242718447,185.588426742438,379.129944281321,0.0580092122167064,0.904,0.1323254010515,0.211370676144287,0.646,0.123352464591263,0.466166192078695,0.056,0.256,0.067,59478,77.4494309519998,619.646174492756,42
"22","02_metro","17460","Cleveland-Elyria, OH Metro ",772.336701928329,776.442307692307,667.736985646645,620.857433935165,590.384615384615,773.853786073914,482.612418805739,803.030303030303,324.384787472036,805.825242718447,149.882072336632,402.526880423914,0.0745773826188092,0.9,0.149130358632441,0.254736411574811,0.646,0.136687335874233,0.482612418805739,0.065,0.24,0.067,52446,77.7918984451908,597.489461287337,64
"23","02_metro","17820","Colorado Springs, CO Metro ",797.827264912778,865.384615384616,757.683476198738,770.06083309851,736.538461538461,771.85415037511,425.937371240214,806.060606060606,402.684563758389,763.754045307443,202.207723950942,519.543738118468,0.0675547266471113,0.937,0.109501750051472,0.154490377761939,0.722,0.137460020552611,0.425937371240214,0.064,0.275,0.08,62751,79.504706894618,651.62807082869,17
"24","02_metro","17900","Columbia, SC Metro ",788.821355694333,754.807692307692,653.026476508713,647.363124385522,634.615384615385,785.49912340015,479.629815913892,803.030303030303,375.838926174497,673.139158576052,151.313982453588,375.698007227688,0.0700358567105024,0.891,0.155611512094635,0.236927900803478,0.669,0.132187429350301,0.479629815913892,0.065,0.263,0.108,52728,77.3991967302032,593.565279190651,68
"25","02_metro","18140","Columbus, OH Metro ",850.74621204532,798.076923076923,688.084528960964,667.379060273377,657.692307692308,808.31035705712,439.428509343764,842.424242424242,434.004474272931,766.990291262136,189.102191993976,396.514641940513,0.0529755445269267,0.909,0.140165641669744,0.223479693878825,0.681,0.123372878403747,0.439428509343764,0.052,0.289,0.079,60170,77.7038956302355,628.229478361964,35
"26","02_metro","19100","Dallas-Fort Worth-Arlington, TX Metro ",850.783391352999,651.442307692308,703.371868377404,686.298913540121,421.153846153846,788.195274560575,432.8300277449,787.878787878788,434.004474272931,459.546925566343,207.889665159715,439.641197262075,0.0529653016191,0.848,0.133430348427506,0.210767917465231,0.558,0.131145602234743,0.4328300277449,0.07,0.289,0.174,63870,78.3351510732955,571.919723296834,83
"27","02_metro","19380","Dayton, OH Metro ",783.332866253627,788.461538461539,650.628779354571,588.543448186158,813.461538461539,798.533031085879,497.556207233627,863.636363636364,333.333333333333,786.407766990291,143.575574587483,335.937159597467,0.0715479368152019,0.905,0.156667889074259,0.276447370749925,0.762,0.127150961570601,0.497556207233627,0.045,0.244,0.073,51204,76.8172060912544,615.283967265157,49
"28","02_metro","19660","Deltona-Daytona Beach-Ormond Beach, FL Metro ",800.906915689894,776.442307692307,652.108072645471,618.673191728524,600,718.067960343765,427.799433026223,784.848484848485,263.982102908277,569.57928802589,112.154795141647,386.545516505932,0.0667062821488923,0.9,0.156016142303021,0.256203949307398,0.651,0.158243688783,0.427799433026223,0.071,0.213,0.14,45016,77.5579747551226,559.259005713035,91
"29","02_metro","19740","Denver-Aurora-Lakewood, CO Metro ",877.544394574456,788.461538461539,774.155822989337,778.596988599285,444.230769230769,774.29446520547,537.097786398905,793.939393939394,476.510067114094,718.446601941748,248.582316497618,520.672272961623,0.0455926390695734,0.905,0.102244366474104,0.148755148284855,0.57,0.136517051850378,0.537097786398905,0.068,0.308,0.094,71884,79.5212255745151,644.377701492853,23
"30","02_metro","19780","Des Moines-West Des Moines, IA Metro ",885.229043539414,831.730769230769,772.316206043505,774.238216215316,863.461538461539,854.502485665045,453.916795751272,851.515151515152,425.055928411633,854.368932038835,218.557903300586,510.183402721778,0.0434755165102527,0.923,0.103054864576229,0.151683698480335,0.788,0.105523652137988,0.453916795751272,0.049,0.285,0.052,65971,79.3676970494316,691.256364407904,2
"31","02_metro","19820","Detroit-Warren-Dearborn, MI Metro ",750.468172675511,762.01923076923,651.129795097955,607.95058746318,490.384615384615,757.349047678819,498.753702237471,757.575757575758,344.519015659955,789.644012944984,169.64954072426,361.568941753601,0.08060216746343,0.894,0.156447151648423,0.263408199048176,0.594,0.143064976804611,0.498753702237471,0.08,0.249,0.072,56339,77.1923856501305,578.417701663778,78
"32","02_metro","20500","Durham-Chapel Hill, NC Metro ",826.54615807999,742.788461538461,653.63118030409,671.465870220291,669.230769230769,761.026573357217,469.113149847095,842.424242424242,418.34451901566,650.485436893204,176.052514686962,498.361504874566,0.0596426649667033,0.886,0.155345091805557,0.220733868445742,0.687,0.141643934087809,0.469113149847095,0.052,0.282,0.115,57600,79.1946566267105,614.955865039379,50
"33","02_metro","21340","El Paso, TX Metro ",789.680756392373,459.134615384615,512.208125931895,546.34936400096,692.307692307692,788.481827650345,404.889661426844,739.393939393939,393.736017897092,300.970873786408,102.781369340577,476.868547805986,0.069799091620306,0.768,0.217653235587943,0.304796521061855,0.699,0.131034874474611,0.404889661426844,0.086,0.271,0.223,43170,78.8800582073414,517.233565943227,104
"34","02_metro","22220","Fayetteville-Springdale-Rogers, AR-MO Metro ",895.51541769355,665.865384615385,681.159839499956,682.445695418095,786.538461538462,875.213297616816,395.911146058581,769.69696969697,418.34451901566,640.776699029126,150.415230358903,410.938611143878,0.0406416180622374,0.854,0.143216520103251,0.213356798390967,0.748,0.0975207308651347,0.395911146058581,0.076,0.282,0.118,52551,77.9150232986121,614.401772640448,52
"35","02_metro","23420","Fresno, CA Metro ",666.918037724839,408.653846153846,428.901216911131,380.787573035635,790.384615384615,614.197611830116,388.345473465141,693.939393939394,398.21029082774,644.012944983819,131.013356043689,455.43622508948,0.103620248880677,0.747,0.254356578535629,0.416033349366683,0.75,0.198380513146735,0.38834547346514,0.101,0.273,0.117,48730,78.5663473099295,500.066715449121,106
"36","02_metro","24340","Grand Rapids-Wyoming, MI Metro ",852.182511844425,786.057692307692,725.411480980643,748.851762594228,786.538461538462,841.461114041517,450.054684651841,848.484848484848,366.890380313199,805.825242718447,178.560896239361,563.611684695318,0.0525798436015493,0.904,0.123720139882748,0.168740222007003,0.748,0.110563004078229,0.450054684651841,0.05,0.259,0.067,58094,80.1497417445775,662.827563367498,12
"37","02_metro","24660","Greensboro-High Point, NC Metro ",804.519540993106,687.5,621.535845898981,584.020833110985,759.615384615385,796.53301042458,357.945878763912,775.757575757576,357.941834451902,640.776699029126,122.965208755122,401.966755642045,0.0657110030460107,0.863,0.169485648447717,0.279486002753557,0.734,0.127923795003386,0.357945878763912,0.074,0.255,0.118,47145,77.7836997422174,575.92321395356,79
"38","02_metro","24860","Greenville-Anderson-Mauldin, SC Metro ",821.632707490296,673.076923076923,662.596238824847,648.84588420531,694.230769230769,831.650672188008,435.673606572682,796.969696969697,353.467561521253,640.776699029126,134.268158827267,383.658166156144,0.0609963217355403,0.857,0.151395267939791,0.235931671549557,0.7,0.114353883643374,0.435673606572682,0.067,0.253,0.118,49371,77.5157118011089,589.737257007694,71
"39","02_metro","25420","Harrisburg-Carlisle, PA Metro ",863.981503724788,788.461538461539,767.53828071943,726.806461949869,740.384615384615,836.997020858642,386.7965057998,812.121212121212,351.230425055928,799.352750809061,193.204969917737,498.840977931081,0.0493292186216617,0.905,0.105159922053566,0.183551908377432,0.724,0.112287986487438,0.3867965057998,0.062,0.252,0.069,60978,79.2016748078397,647.143021894475,20
"40","02_metro","25540","Hartford-West Hartford-East Hartford, CT Metro ",794.986550978885,790.865384615385,776.619420172074,780.193345584306,646.153846153846,748.696020534061,651.52010460935,845.454545454545,333.333333333333,864.077669902913,255.310262969132,559.787838876872,0.0683373439900045,0.906,0.101158955271771,0.147682595935545,0.675,0.146408616598774,0.65152010460935,0.051,0.244,0.049,73209,80.0937710446614,670.583193598725,7
"41","02_metro","26420","Houston-The Woodlands-Sugar Land, TX Metro ",820.916330791611,605.769230769231,670.33976326076,660.841420876164,336.538461538462,772.978400354983,436.542973799617,760.606060606061,447.427293064877,411.003236245955,203.076009872926,453.66091678826,0.0611936836809815,0.829,0.147983627340759,0.227872170348827,0.514,0.137025596054872,0.436542973799617,0.079,0.295,0.189,62922,78.5403616261692,548.308341497409,95
"42","02_metro","26900","Indianapolis-Carmel-Anderson, IN Metro ",821.065290835541,757.211538461538,694.194498385863,672.649958136224,590.384615384615,810.360604593586,437.447447984686,803.030303030303,404.921700223714,702.265372168285,170.609225164348,378.650170383016,0.0611526451545792,0.892,0.137473712442769,0.219938309377224,0.646,0.122580636667285,0.437447447984686,0.065,0.276,0.099,56528,77.4424083673652,603.56589372931,59
"43","02_metro","27140","Jackson, MS Metro ",759.059777866957,699.519230769231,586.530460694103,584.870355519914,611.538461538462,790.918805718397,547.416885912461,769.69696969697,389.261744966443,644.012944983819,134.318935781769,327.861390706276,0.0782351782548749,0.868,0.184908314746262,0.278915229885057,0.657,0.130093195139793,0.547416885912461,0.076,0.269,0.117,49381,76.698998805014,570.417163679567,85
"44","02_metro","27260","Jacksonville, FL Metro ",785.863846589427,788.461538461539,690.350404599282,668.133813923035,511.538461538461,754.702758578252,486.194542466934,760.606060606061,391.498881431767,637.540453074434,170.208087223782,367.636751915224,0.070850651149903,0.905,0.13916734258978,0.222972593770461,0.605,0.144087536585771,0.486194542466934,0.079,0.27,0.119,56449,77.2812018832708,584.39463336735,75
"45","02_metro","28140","Kansas City, MO-KS Metro ",866.372399807253,812.5,745.54324478507,733.047030666271,667.307692307692,835.159100513511,470.146516948117,803.030303030303,393.736017897092,702.265372168285,195.748895338288,433.24778092253,0.0486705262004126,0.915,0.114850491017591,0.179359026271099,0.686,0.11299818229541,0.470146516948117,0.065,0.271,0.099,61479,78.2415688515299,638.175362865368,29
"46","02_metro","28940","Knoxville, TN Metro ",822.729437181689,725.961538461539,646.613872191727,613.998648546182,667.307692307692,839.538753269831,382.941688424717,815.151515151515,337.807606263982,711.974110032362,136.548044084407,294.599028481967,0.0606941724530273,0.879,0.15843677614777,0.259344658008034,0.686,0.111305828741485,0.382941688424717,0.061,0.246,0.096,49820,76.2121283131195,582.930994533134,76
"47","02_metro","29460","Lakeland-Winter Haven, FL Metro ",763.669643181202,639.423076923077,613.349063664683,569.236908213144,580.769230769231,770.963251278871,403.978528575939,690.909090909091,331.096196868009,556.63430420712,117.090315119241,400.91194323927,0.0769651592993285,0.843,0.173092579487597,0.289418952294294,0.641,0.137804275299642,0.403978528575939,0.102,0.243,0.144,45988,77.7682601582837,536.502629412407,100
"48","02_metro","29540","Lancaster, PA Metro ",873.201341808857,651.442307692308,770.817345160065,756.469780422053,705.769230769231,785.848368708913,356.791196061396,806.060606060606,328.859060402685,634.304207119741,195.81490537914,567.50464223583,0.0467891511065315,0.848,0.103715232433859,0.163621866278933,0.706,0.132052476519024,0.356791196061396,0.064,0.242,0.12,61492,80.2067240520844,619.406915985069,44
"49","02_metro","29820","Las Vegas-Henderson-Paradise, NV Metro ",741.905421486716,663.461538461538,674.824096167037,652.876536358718,615.384615384615,708.878448433113,337.168654592724,693.939393939394,434.004474272931,546.925566343042,162.251338453319,390.769717608486,0.0829612073876105,0.853,0.146007920757891,0.233223577133986,0.659,0.161794633117204,0.337168654592724,0.101,0.289,0.147,54882,77.6198055672217,551.865816791803,94
"50","02_metro","30460","Lexington-Fayette, KY Metro ",825.888740716315,762.019230769231,615.526864071785,609.947284067679,775,783.638646658965,474.169061832117,839.393939393939,402.684563758389,757.281553398058,159.98668628253,386.583692762402,0.0598237836017734,0.894,0.172133084577114,0.262066668517028,0.742,0.132906341236728,0.474169061832117,0.053,0.275,0.082,54436,77.5585335516579,616.010021975951,48
"51","02_metro","30780","Little Rock-North Little Rock-Conway, AR Metro ",845.244764240566,781.25,663.037461520434,637.635830292392,690.384615384615,806.637335535256,510.907741775909,727.272727272727,400.447427293065,711.974110032362,144.377850468615,297.310912189016,0.0544911946639051,0.902,0.151200874124166,0.243463426522299,0.698,0.124019355208154,0.510907741775909,0.09,0.274,0.096,51362,76.2518229128448,601.373398000413,60
"52","02_metro","31080","Los Angeles-Long Beach-Anaheim, CA Metro ",777.529785624289,528.846153846154,647.384136447346,667.392102969934,357.692307692308,532.072230334075,536.092371104966,800,438.478747203579,614.886731391586,215.308178212458,612.559973986171,0.0731466868648077,0.797,0.158097413260986,0.223470930817076,0.525,0.230114805561072,0.536092371104966,0.066,0.291,0.126,65331,80.8662115347783,560.686893234405,90
"53","02_metro","31140","Louisville/Jefferson County, KY-IN Metro ",824.626409198775,757.211538461539,705.503857489766,693.555769090931,642.307692307692,837.47597076119,433.394816644262,800,380.313199105145,783.171521035599,160.941293027167,333.924967823081,0.0601715562255214,0.892,0.132491037048995,0.205892217642031,0.673,0.112102914150696,0.433394816644262,0.066,0.265,0.074,54624,76.7877530778943,612.702252912096,54
"54","02_metro","31540","Madison, WI Metro ",908.257160517244,896.634615384615,740.827576380349,803.001622498648,751.923076923077,788.947009225314,459.502449576891,927.272727272727,404.921700223714,860.84142394822,221.797472997813,NA,0.0371312649803832,0.95,0.11692811935263,0.132358284883721,0.73,0.130855122394841,0.459502449576891,0.024,0.276,0.05,66609,NA,705.811530449874,1
"55","02_metro","32580","McAllen-Edinburg-Mission, TX Metro ",749.819389044599,144.230769230769,283.424953033237,325.675608352106,838.461538461539,750.024578820942,374.897887734858,712.121212121212,375.838926174497,-1.13686837721616e-13,71.9445248715135,584.97525643342,0.0807809075031356,0.637,0.318450484630831,0.453061700638429,0.775,0.145895244771485,0.374897887734858,0.095,0.263,0.316,37097,80.4624463147043,434.284553689891,107
"56","02_metro","32820","Memphis, TN-MS-AR Metro ",746.935473400113,704.326923076923,576.382765184125,486.137242378798,596.153846153846,726.09355963068,418.164182152338,696.969696969697,387.024608501119,627.831715210356,138.447102182782,275.179164584088,0.0815754269272448,0.87,0.18937918460339,0.345251540276745,0.649,0.155142495096813,0.418164182152338,0.1,0.268,0.122,50194,75.9278743378688,531.637189952072,102
"57","02_metro","33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro ",772.252490363607,658.653846153846,640.900722705056,642.17884672586,369.230769230769,543.269018004252,593.840641528749,787.878787878788,384.787472035794,443.36569579288,146.388617866894,570.767255873396,0.0746005829242807,0.851,0.160953874517947,0.240411087356063,0.531,0.225788224331812,0.593840641528749,0.07,0.267,0.179,51758,80.2544798397182,546.126180346658,97
"58","02_metro","33340","Milwaukee-Waukesha-West Allis, WI Metro ",841.976983055317,795.673076923077,677.114763456097,650.335352219844,684.615384615384,734.251171013532,507.543842461056,809.090909090909,378.076062639821,805.825242718447,175.702153700898,NA,0.0553914691328836,0.908,0.144998698976917,0.234930935227292,0.695,0.151990290256967,0.507543842461056,0.063,0.264,0.067,57531,NA,641.836812899489,26
"59","02_metro","33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro ",885.587979350049,858.173076923077,793.883814658416,804.821475343098,559.615384615385,827.038142078045,459.758022093635,884.848484848485,411.633109619687,851.132686084142,257.981130775938,599.967082752067,0.0433766296117738,0.934,0.0935526114634984,0.131135571253856,0.63,0.116136223969995,0.459758022093635,0.038,0.279,0.053,73735,80.6818858663794,682.870032428502,4
"60","02_metro","33700","Modesto, CA Metro ",616.356001476432,480.769230769231,615.667861525209,630.276788518221,611.538461538462,662.615393703164,424.901687174933,751.515151515152,387.024608501119,724.919093851133,159.093011883294,416.716058646253,0.117550101509578,0.777,0.172070963944521,0.24840778271432,0.657,0.179671266139011,0.424901687174933,0.082,0.268,0.092,54260,77.9995894123597,540.116112425217,99
"61","02_metro","34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro ",860.176272888213,754.807692307692,714.915816662724,703.466622645014,475,821.471316223433,431.167423831951,827.272727272727,431.767337807606,679.611650485437,185.014647156565,372.116855841428,0.0503775605933343,0.891,0.128344317774504,0.199233362910382,0.586,0.118287316315282,0.431167423831951,0.057,0.288,0.106,59365,77.3467784165182,604.732363593566,57
"62","02_metro","35300","New Haven-Milford, CT Metro ",764.249752482174,776.442307692307,732.718645521701,705.709323918926,634.615384615385,666.573363648306,608.381729712761,854.545454545455,346.75615212528,828.478964401294,212.977516000816,518.336396106964,0.0768053390533341,0.9,0.120500750647471,0.197726547991972,0.669,0.178141856189028,0.608381729712761,0.048,0.25,0.06,64872,79.487034692173,637.482082564281,31
"63","02_metro","35380","New Orleans-Metairie, LA Metro ",784.750146874108,680.288461538462,597.610243904218,552.20121908624,571.153846153846,678.590087476888,573.374724976642,739.393939393939,409.395973154362,621.359223300971,138.243994364774,319.583655086706,0.0711574756779151,0.86,0.180026785858358,0.300864805926433,0.636,0.173498441194883,0.573374724976642,0.086,0.278,0.124,50154,76.5778352753256,555.495459609263,93
"64","02_metro","35620","New York-Newark-Jersey City, NY-NJ-PA Metro ",794.311853229466,677.884615384615,693.304091541038,696.394668425778,163.461538461538,561.992309558992,628.809820545677,809.090909090909,411.633109619687,728.155339805825,250.212256737132,610.99415660688,0.0685232233753259,0.859,0.137866007729831,0.203984832151431,0.424,0.218553306230571,0.628809820545677,0.063,0.279,0.091,72205,80.8432922281899,585.520389083961,74
"65","02_metro","35840","North Port-Sarasota-Bradenton, FL Metro ",819.999368724201,798.076923076923,736.447532962325,661.754208782016,638.461538461539,744.036462238273,458.738954620339,793.939393939394,208.053691275168,605.177993527508,160.174561014187,548.109402170527,0.0614463069416936,0.909,0.118857878091577,0.227258890974583,0.671,0.148209129214807,0.458738954620338,0.068,0.188,0.129,54473,79.922830502753,597.747502566033,63
"66","02_metro","36260","Ogden-Clearfield, UT Metro ",895.414736147962,855.769230769231,808.164393998896,830.5482125591,736.538461538461,907.453038996785,406.675450153711,842.424242424242,416.107382550336,747.572815533981,231.693901430253,514.553627048275,0.0406693558512299,0.933,0.0872608763939061,0.113850419686855,0.722,0.0850628845613845,0.406675450153711,0.052,0.281,0.085,68558,79.4316652442695,682.742957762603,5
"67","02_metro","36420","Oklahoma City, OK Metro ",862.770778674521,737.980769230769,674.494035228127,658.609750659804,713.461538461539,819.14915967487,404.493196920156,778.787878787879,409.395973154362,588.996763754045,162.576310962132,315.525004966739,0.0496627736517931,0.884,0.146153338946813,0.229371573775444,0.71,0.119184627153924,0.404493196920156,0.073,0.278,0.134,54946,76.5184276792261,593.853430039578,67
"68","02_metro","36540","Omaha-Council Bluffs, NE-IA Metro ",897.23584462152,805.288461538461,752.657227518585,743.663506656582,850,834.399690791009,421.065999056638,851.515151515152,409.395973154362,747.572815533981,200.146179598161,467.501632273016,0.0401676400474346,0.912,0.111716213788232,0.172226081465109,0.781,0.113291627875292,0.421065999056638,0.049,0.278,0.085,62345,78.7429520468613,665.036873521456,11
"69","02_metro","36740","Orlando-Kissimmee-Sanford, FL Metro ",797.262653554491,754.807692307692,657.428861701857,656.401703285176,403.846153846154,679.211577589228,474.304384852013,781.818181818182,425.055928411633,537.216828478964,148.942698678345,511.222329363667,0.0677102772063273,0.891,0.153671910020436,0.230855105605272,0.549,0.173258289507325,0.474304384852013,0.072,0.285,0.15,52261,79.3829041090436,568.959916157284,87
"70","02_metro","37100","Oxnard-Thousand Oaks-Ventura, CA Metro ",805.268731274611,632.211538461539,773.371107500032,758.524265208731,590.384615384615,660.45444525968,527.111072179397,827.272727272727,360.178970917226,673.139158576052,299.806108199234,632.440977923897,0.0655046009509467,0.84,0.102590096282819,0.162241509312884,0.646,0.180506284114558,0.527111072179397,0.057,0.256,0.108,81972,81.1572153456695,628.346976513145,34
